avg_rating,extracted_at,geek_rating,id,num_voters,rank,short_description,title,type,year_published
8.71,1658893309.186016,8.475,174430,51352.0,1,Vanquish monsters with strategic cardplay. Fulfill your quest to leave your legacy!,Gloomhaven,boardgame,2017
8.58,1658893309.186016,8.428,161936,47168.0,2,Mutating diseases are spreading around the world - can your team save humanity?,Pandemic Legacy: Season 1,boardgame,2015
8.66,1658893309.186016,8.426,224517,29646.0,3,"Build networks, grow industries, and navigate the world of the Industrial Revolution.",Brass: Birmingham,boardgame,2018
8.61,1658893309.186016,8.26,291457,21281.0,4,Vanquish monsters with strategic cardplay in a 25-scenario Gloomhaven campaign.,Gloomhaven: Jaws of the Lion,boardgame,2020
8.4,1658893309.186016,8.258,167791,80362.0,5,Compete with rival CEOs to make Mars habitable and build your corporate empire.,Terraforming Mars,boardgame,2016
8.65,1658893309.186016,8.247,233078,17783.0,6,"Build an intergalactic empire through trade, research, conquest and grand politics.",Twilight Imperium: Fourth Edition,boardgame,2017
8.66,1658893309.186016,8.22,342942,13155.0,7,"Plan and build a modern, scientifically managed zoo to support conservation projects.",Ark Nova,boardgame,2021
8.42,1658893309.186016,8.168,187645,27230.0,8,Strike from your hidden base as the Rebels—or find and destroy it as the Empire.,Star Wars: Rebellion,boardgame,2016
8.45,1658893309.186016,8.165,220308,21355.0,9,"Expand, research, upgrade, and settle the galaxy with one of 14 alien species.",Gaia Project,boardgame,2017
8.37,1658893309.186016,8.149,162886,36864.0,10,Island Spirits join forces using elemental powers to defend their home from invaders.,Spirit Island,boardgame,2017
8.52,1658893309.186016,8.147,115746,16801.0,11,The Fellowship and the Free Peoples clash with Sauron over the fate of Middle-Earth.,War of the Ring: Second Edition,boardgame,2011
8.36,1658893309.186016,8.125,182028,27158.0,12,Rewrite history as you build up your civilization in this epic card drafting game!,Through the Ages: A New Story of Civilization,boardgame,2015
8.28,1658893309.186016,8.11,193738,35345.0,13,Use strategic outposts and navigate danger as you herd your cattle to Kansas City.,Great Western Trail,boardgame,2016
8.27,1658893309.186016,8.102,12333,44472.0,14,Relive the Cold War and rewrite history in an epic clash between the USA and USSR.,Twilight Struggle,boardgame,2005
8.33,1658893309.186016,8.056,316554,22671.0,15,"Influence, intrigue, and combat in the universe of Dune.",Dune: Imperium,boardgame,2020
8.2,1658893309.186016,8.048,169786,69428.0,16,"Five factions vie for dominance in a war-torn, mech-filled, dieselpunk 1920s Europe.",Scythe,boardgame,2016
8.13,1658893309.186016,8.007,84876,53489.0,17,"Plan, trade, and build your Burgundian estate to prosperity and prominence.",The Castles of Burgundy,boardgame,2011
8.35,1658893309.186016,7.984,167355,21003.0,18,Survive an alien-infested spaceship but beware of other players and their agendas.,Nemesis,boardgame,2018
8.1,1658893309.186016,7.98,173346,75593.0,19,Science? Military? What will you draft to win this head-to-head version of 7 Wonders?,7 Wonders Duel,boardgame,2015
8.19,1658893309.186016,7.965,28720,21870.0,20,Test your economic mettle as you build and network in the Industrial Revolution.,Brass: Lancashire,boardgame,2007
8.12,1658893309.186016,7.965,124361,33833.0,21,Traders compete to build the greatest empire in the Roman Mediterranean.,Concordia,boardgame,2013
8.2,1658893309.186016,7.955,177736,22577.0,22,"Puzzle together the life of a Viking village as you hunt, farm, craft, and explore.",A Feast for Odin,boardgame,2016
8.11,1658893309.186016,7.95,120677,43402.0,23,Play fantastical factions.  Expand your influence by terraforming and joining cults.,Terra Mystica,boardgame,2012
8.09,1658893309.186016,7.937,266192,64878.0,24,Attract a beautiful and diverse collection of birds to your wildlife reserve.,Wingspan,boardgame,2019
8.15,1658893309.186016,7.922,205637,36018.0,25,Investigate the horrors of Arkham while courting cosmic doom.,Arkham Horror: The Card Game,boardgame,2016
8.64,1658893309.186016,7.902,266507,6229.0,26,"""Go forth, be bold, and ACQUIRE!"" in this campaign version of ""Clank!""",Clank!: Legacy – Acquisitions Incorporated,boardgame,2019
8.6,1658893309.186016,7.901,246900,7443.0,27,"Build an interstellar civilization by exploration, research, conquest, and diplomacy.",Eclipse: Second Dawn for the Galaxy,boardgame,2020
8.09,1658893309.186016,7.893,237182,36391.0,28,Decide the fate of the forest as woodland factions fight for contrasting goals.,Root,boardgame,2018
8.09,1658893309.186016,7.883,199792,35294.0,29,Gather resources to develop a harmonious village of woodland critters and structures.,Everdell,boardgame,2018
8.04,1658893309.186016,7.883,183394,38621.0,30,Create the most prosperous winery in Italy from the Tuscan vineyard you've inherited.,Viticulture Essential Edition,boardgame,2015
8.07,1658893309.186016,7.88,164928,26314.0,31,"Craftsmen, scholars & monks can help you reign supreme—but who will turn up to help?",Orléans,boardgame,2014
8.1,1658893309.186016,7.873,312484,24942.0,32,Explore an island to find resources and discover the lost ruins of Arnak.,Lost Ruins of Arnak,boardgame,2020
8.09,1658893309.186016,7.87,96848,30367.0,33,"Build your hero’s spells, abilities, and artifacts as you explore & conquer cities.",Mage Knight Board Game,boardgame,2011
8.11,1658893309.186016,7.832,175914,16744.0,34,Strategically hire and manage your workforce to outcompete rival fast food chains.,Food Chain Magnate,boardgame,2015
7.95,1658893309.186016,7.819,3076,66894.0,35,"Ship goods, construct buildings, and choose roles that benefit you more than others.",Puerto Rico,boardgame,2002
8.19,1658893309.186016,7.817,285774,16861.0,36,Battle Marvel villains with unique teams of iconic heroes in this LCG.,Marvel Champions: The Card Game,boardgame,2019
8.22,1658893309.186016,7.815,251247,11342.0,37,Nations vie for hydroelectric dominance in a dystopia where water is power.,Barrage,boardgame,2019
8.41,1658893309.186016,7.812,192135,8885.0,38,Toss gobs of unique dice in an epic adventure en route to a final boss showdown.,Too Many Bones,boardgame,2017
7.99,1658893309.186016,7.812,102794,30881.0,39,"From a simple cave, expand your dwarven home through mining, agriculture, and more.",Caverna: The Cave Farmers,boardgame,2013
7.98,1658893309.186016,7.801,170216,40142.0,40,Ragnarök has come! Secure your place in Valhalla in epic Viking battles.,Blood Rage,boardgame,2015
7.91,1658893309.186016,7.794,31260,67826.0,41,Build your farmstead by sowing fields and raising livestock. But don't forget to eat!,Agricola,boardgame,2007
8.33,1658893309.186016,7.789,256960,8593.0,42,"Swing the tides of ""The Great Game"" as countries vie for control of Afghanistan.",Pax Pamir: Second Edition,boardgame,2019
