avg_rating,extracted_at,geek_rating,id,num_voters,rank,short_description,title,type,year_published
8.7,1661313245.805488,8.472,174430,51785.0,1,Vanquish monsters with strategic cardplay. Fulfill your quest to leave your legacy!,Gloomhaven,boardgame,2017
8.66,1661313245.805488,8.429,224517,30223.0,2,"Build networks, grow industries, and navigate the world of the Industrial Revolution.",Brass: Birmingham,boardgame,2018
8.58,1661313245.805488,8.425,161936,47427.0,3,Mutating diseases are spreading around the world - can your team save humanity?,Pandemic Legacy: Season 1,boardgame,2015
8.6,1661313245.805488,8.258,291457,21869.0,4,Vanquish monsters with strategic cardplay in a 25-scenario Gloomhaven campaign.,Gloomhaven: Jaws of the Lion,boardgame,2020
8.4,1661313245.805488,8.256,167791,81112.0,5,Compete with rival CEOs to make Mars habitable and build your corporate empire.,Terraforming Mars,boardgame,2016
8.64,1661313245.805488,8.247,233078,18024.0,6,"Build an intergalactic empire through trade, research, conquest and grand politics.",Twilight Imperium: Fourth Edition,boardgame,2017
8.64,1661313245.805488,8.245,342942,14974.0,7,"Plan and build a modern, scientifically managed zoo to support conservation projects.",Ark Nova,boardgame,2021
8.42,1661313245.805488,8.168,187645,27454.0,8,Strike from your hidden base as the Rebels—or find and destroy it as the Empire.,Star Wars: Rebellion,boardgame,2016
8.45,1661313245.805488,8.164,220308,21618.0,9,"Expand, research, upgrade, and settle the galaxy with one of 14 alien species.",Gaia Project,boardgame,2017
8.37,1661313245.805488,8.151,162886,37481.0,10,Island Spirits join forces using elemental powers to defend their home from invaders.,Spirit Island,boardgame,2017
8.52,1661313245.805488,8.149,115746,16993.0,11,The Fellowship and the Free Peoples clash with Sauron over the fate of Middle-Earth.,War of the Ring: Second Edition,boardgame,2011
8.35,1661313245.805488,8.125,182028,27359.0,12,Rewrite history as you build up your civilization in this epic card drafting game!,Through the Ages: A New Story of Civilization,boardgame,2015
8.28,1661313245.805488,8.108,193738,35612.0,13,Use strategic outposts and navigate danger as you herd your cattle to Kansas City.,Great Western Trail,boardgame,2016
8.27,1661313245.805488,8.1,12333,44647.0,14,Relive the Cold War and rewrite history in an epic clash between the USA and USSR.,Twilight Struggle,boardgame,2005
8.34,1661313245.805488,8.065,316554,23575.0,15,"Influence, intrigue, and combat in the universe of Dune.",Dune: Imperium,boardgame,2020
8.2,1661313245.805488,8.046,169786,69940.0,16,"Five factions vie for dominance in a war-torn, mech-filled, dieselpunk 1920s Europe.",Scythe,boardgame,2016
8.13,1661313245.805488,8.007,84876,53854.0,17,"Plan, trade, and build your Burgundian estate to prosperity and prominence.",The Castles of Burgundy,boardgame,2011
8.35,1661313245.805488,7.981,167355,21418.0,18,Survive an alien-infested spaceship but beware of other players and their agendas.,Nemesis,boardgame,2018
8.1,1661313245.805488,7.98,173346,76361.0,19,Science? Military? What will you draft to win this head-to-head version of 7 Wonders?,7 Wonders Duel,boardgame,2015
8.19,1661313245.805488,7.965,28720,21992.0,20,Test your economic mettle as you build and network in the Industrial Revolution.,Brass: Lancashire,boardgame,2007
8.12,1661313245.805488,7.965,124361,34107.0,21,Traders compete to build the greatest empire in the Roman Mediterranean.,Concordia,boardgame,2013
8.2,1661313245.805488,7.955,177736,22827.0,22,"Puzzle together the life of a Viking village as you hunt, farm, craft, and explore.",A Feast for Odin,boardgame,2016
8.11,1661313245.805488,7.947,120677,43595.0,23,Play fantastical factions.  Expand your influence by terraforming and joining cults.,Terra Mystica,boardgame,2012
8.09,1661313245.805488,7.936,266192,65961.0,24,Attract a beautiful and diverse collection of birds to your aviary.,Wingspan,boardgame,2019
