avg_rating,extracted_at,geek_rating,id,num_voters,rank,short_description,title,type,year_published
7.89,1659498396.816857,7.653,25613,18607.0,70,"Lead your civilization through strategic drafting of leaders, technologies, and more.",Through the Ages: A Story of Civilization,boardgame,2006
7.76,1659498396.816857,7.648,28143,50690.0,71,"Worlds await! Colonize, develop and conquer taking advantage of others' choices.",Race for the Galaxy,boardgame,2007
7.81,1659498396.816857,7.645,201808,34864.0,72,Claim your treasures but don't attract the dragon in this deck-building dungeon race.,Clank!: A Deck-Building Adventure,boardgame,2016
7.78,1659498396.816857,7.635,157354,36669.0,73,"Move assassins, elders & builders through Naqala to claim oases & control djinns.",Five Tribes,boardgame,2014
8.06,1659498396.816857,7.633,159675,9583.0,74,"Construct dikes, drain bogs, harvest flax and tend to newborn animals in East Frisia.",Fields of Arle,boardgame,2014
7.91,1659498396.816857,7.629,229853,16521.0,75,Use your worker dice to raise the legendary and breathtaking Pyramid of the Sun.,Teotihuacan: City of Gods,boardgame,2018
7.8,1659498396.816857,7.629,121921,38842.0,76,Work together — with friends or with Friday — to survive on a deserted island.,Robinson Crusoe: Adventures on the Cursed Island,boardgame,2012
7.98,1659498396.816857,7.626,200680,13245.0,77,"Help your farm to prosper in this updated, streamlined edition of the acclaimed game.",Agricola (Revised Edition),boardgame,2016
7.82,1659498396.816857,7.622,171623,22686.0,78,"Using unique abilities, fulfill contracts and reach your goals along the Silk Road.",The Voyages of Marco Polo,boardgame,2015
7.89,1659498396.816857,7.618,182874,15950.0,79,Serve guests and prepare rooms to be the best hotelier in the Viennese modern age.,Grand Austria Hotel,boardgame,2015
7.72,1659498396.816857,7.615,68448,93766.0,80,Draft cards to develop your ancient civilization and build its Wonder of the World.,7 Wonders,boardgame,2010
7.75,1659498396.816857,7.612,110327,50546.0,81,Deploy agents and hire adventurers to expand your control over the city of Waterdeep.,Lords of Waterdeep,boardgame,2012
7.83,1659498396.816857,7.604,62219,19301.0,82,"With an ice age approaching, which animals will best propagate, migrate, and adapt?",Dominant Species,boardgame,2010
8.55,1659498396.816857,7.594,284378,4173.0,83,EV-factory workers optimize and innovate to stand out at the big board meeting.,Kanban EV,boardgame,2020
8.2,1659498396.816857,7.588,264220,9400.0,84,"Exploration, battle and diplomacy in a dark Arthurian realm.",Tainted Grail: The Fall of Avalon,boardgame,2019
7.79,1659498396.816857,7.579,236457,22905.0,85,Will you be a virtuous or nefarious servant of the king? Build your way to glory.,Architects of the West Kingdom,boardgame,2018
7.75,1659498396.816857,7.569,93,25438.0,86,"Use your caballeros to control regions of medieval Spain, keeping clear of the King!",El Grande,boardgame,1995
7.76,1659498396.816857,7.567,122515,20893.0,87,Compete in a unique auction system to build the most prosperous village.,Keyflower,boardgame,2012
7.74,1659498396.816857,7.559,18602,27951.0,88,Entrepreneurs pay workers & bribe an official to build a Château & gain royal favor.,Caylus,boardgame,2005
8.44,1659498396.816857,7.557,255984,4672.0,89,"Voyages of the steamship ""Manticore"" and her crew on the Wandering Sea.",Sleeping Gods,boardgame,2021
7.74,1659498396.816857,7.556,37111,34659.0,90,How can the human race survive when you don't know who is actually human?,Battlestar Galactica: The Board Game,boardgame,2008
7.74,1659498396.816857,7.543,73439,21120.0,91,"Defend the city and rise to power by influencing the merchants, knights and clergy.",Troyes,boardgame,2010
7.87,1659498396.816857,7.543,172386,12144.0,92,Acquire shares of unique companies and propagate their trading posts to rake in cash.,Mombasa,boardgame,2015
7.7,1659498396.816857,7.542,40834,31926.0,93,"Enlist torturers, swindlers, and saboteurs to gain wealth and dominate the kingdom.",Dominion: Intrigue,boardgame,2009
7.82,1659498396.816857,7.541,12493,18851.0,94,"Epic empire-building game of interstellar conflict, trade, and struggle for power.",Twilight Imperium: Third Edition,boardgame,2005
7.98,1659498396.816857,7.538,269385,12738.0,95,"Heroes explore Middle-earth, working together to combat evil in an epic campaign.",The Lord of the Rings: Journeys in Middle-Earth,boardgame,2019
7.76,1659498396.816857,7.538,170042,19919.0,96,Gather your Viking crew in order to plunder seas and lands for glory!,Raiders of the North Sea,boardgame,2015
7.77,1659498396.816857,7.537,146021,32797.0,97,An unknown Elder God approaches the world—and you must solve mysteries to stop it.,Eldritch Horror,boardgame,2013
7.88,1659498396.816857,7.533,203993,11730.0,98,Avoid excommunication and lead your family to power during the Italian Renaissance.,Lorenzo il Magnifico,boardgame,2016
7.7,1659498396.816857,7.527,42,26924.0,99,Keep your Mesopotamian civilisation in perfect balance through revolutions and wars.,Tigris & Euphrates,boardgame,1997
8.01,1659498396.816857,7.526,317985,7914.0,100,Collectively develop a tech tree to fuel the automation and colonization of space.,Beyond the Sun,boardgame,2020
7.79,1659498396.816857,7.523,225694,16382.0,101,Decipher your opponents' code before they decipher yours. Don't get caught.,Decrypto,boardgame,2018
7.62,1659498396.816857,7.519,163412,55946.0,102,Piece together a quilt and leave no holes to become the button master.,Patchwork,boardgame,2014
7.75,1659498396.816857,7.519,144733,16495.0,103,"Acquire locomotives & industry, build track, and hire the best engineers in Russia.",Russian Railroads,boardgame,2013
7.84,1659498396.816857,7.517,281259,14697.0,104,Rescue as many cats as you can before Lord Vesh comes to destroy their home.,The Isle of Cats,boardgame,2019
7.81,1659498396.816857,7.514,205896,18620.0,105,"Lead your clan to victory through negotiation, combat, monsters and favors from Kami.",Rising Sun,boardgame,2018
7.82,1659498396.816857,7.514,155821,15855.0,106,Claim the crown through merit and wisdom in this Celtic island struggle.,Inis,boardgame,2016
7.76,1659498396.816857,7.508,102680,16135.0,107,Manage and rule all aspects of Ancient Rome with a clever action selection mancala.,Trajan,boardgame,2011
8.14,1659498396.816857,7.505,253344,7041.0,108,Disrupt the ritual and slay the Elder Gods in this co-op dice chucker.,Cthulhu: Death May Die,boardgame,2019
7.84,1659498396.816857,7.495,233371,11835.0,109,Tiptoe your way through Lord Eradikus' spaceship to nab artifacts and an escape pod.,Clank! In! Space!: A Deck-Building Adventure,boardgame,2017
7.96,1659498396.816857,7.493,163068,8517.0,110,Magicians perform dazzling tricks for money and fame in a Victorian steampunk world.,Trickerion: Legends of Illusion,boardgame,2015
7.61,1659498396.816857,7.492,36218,83974.0,111,Acquire the most valuable lands by building your deck with treasure and power cards.,Dominion,boardgame,2008
8.34,1659498396.816857,7.49,218417,4554.0,112,War Eternal is a standalone game compatible with the deck building game Aeon's End.,Aeon's End: War Eternal,boardgame,2017
7.58,1659498396.816857,7.489,178900,78631.0,113,Give your team clever one-word clues to help them spot their agents in the field.,Codenames,boardgame,2015
7.63,1659498396.816857,7.485,132531,29259.0,114,"Utilize your dice populace to develop technologies, settle worlds, and ship goods.",Roll for the Galaxy,boardgame,2014
7.91,1659498396.816857,7.478,198928,9304.0,115,"Travel from Barcelona to Lisboa to cure malaria, typhus, yellow fever, and cholera.",Pandemic: Iberia,boardgame,2016
7.75,1659498396.816857,7.476,172287,15449.0,116,"Gain glory by defending a Viking harbor town against trolls, draugr and other beasts.",Champions of Midgard,boardgame,2015
7.69,1659498396.816857,7.475,263918,20498.0,117,The Queen's cartographers compete to sketch the most efficient maps.,Cartographers,boardgame,2019
7.83,1659498396.816857,7.474,196340,10360.0,118,Claim your fame as the dominant merchant in the Meiji period of Yokohama.,Yokohama,boardgame,2016
7.76,1659498396.816857,7.471,266524,16367.0,119,"Hike through National Parks tiles, collecting memories and admiring gorgeous scenery.",PARKS,boardgame,2019
7.57,1659498396.816857,7.47,30549,113266.0,120,Your team of experts must prevent the world from succumbing to a viral pandemic.,Pandemic,boardgame,2008
7.97,1659498396.816857,7.468,175155,8328.0,121,"Assemble your armies, devise your strategy, and wage war across the Herakon Cluster.",Forbidden Stars,boardgame,2015
8.15,1659498396.816857,7.466,175640,5440.0,122,The strategic craft of fine winemaking.,Vinhos Deluxe Edition,boardgame,2016
7.73,1659498396.816857,7.465,262712,16455.0,123,"Rival mages create artifacts, vying for places of power and ancient monuments.",Res Arcana,boardgame,2019
7.68,1659498396.816857,7.461,2511,19290.0,124,The game is afoot as you and your irregular friends search Victorian London for clues,Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases,boardgame,1982
8.52,1659498396.816857,7.457,341169,3391.0,125,Wrangle your herd of cows across the Midwest prairie and deliver it to Kansas City.,Great Western Trail (Second Edition),boardgame,2021
7.69,1659498396.816857,7.456,127023,17786.0,126,Play as warring Egyptian Gods and build the most powerful army to dominate Egypt.,Kemet,boardgame,2012
8.09,1659498396.816857,7.452,279537,5649.0,127,"Plan, scan, and theorize to find a new planet at the edge of our solar system.",The Search for Planet X,boardgame,2020
7.81,1659498396.816857,7.451,4098,9888.0,128,"Outperform your railroad rivals with shares, auctions, trackbuilding, and deliveries.",Age of Steam,boardgame,2002
7.64,1659498396.816857,7.44,118048,18889.0,129,A contest between two nomadic tribes along desert trade routes.,Targi,boardgame,2012
7.7,1659498396.816857,7.438,43015,13409.0,130,Build networks of merchants along the roads and market towns of the Hanseatic League.,Hansa Teutonica,boardgame,2009
7.95,1659498396.816857,7.437,233398,7845.0,131,"Spread your glory over the vast, as of yet unexplored world in this updated classic.",Endeavor: Age of Sail,boardgame,2018
7.87,1659498396.816857,7.437,274364,8438.0,132,Hide or expose the greatest American political scandal in a tug of war for evidence.,Watergate,boardgame,2019
7.66,1659498396.816857,7.437,161970,20471.0,133,Showcase your alchemical know-how by publishing theories in this app-driven game.,Alchemists,boardgame,2014
7.57,1659498396.816857,7.433,147020,40277.0,134,Compete head-to-head to create the most powerful deck of spaceships and bases.,Star Realms,boardgame,2014
8.32,1659498396.816857,7.432,231733,4359.0,135,"Renovate an estate, manage servants, and pursue romance in Victorian England.",Obsession,boardgame,2018
7.77,1659498396.816857,7.432,146652,12372.0,136,"In space, no one can hear you build a deck of marine & weapon cards to fight aliens.",Legendary Encounters: An Alien Deck Building Game,boardgame,2014
7.78,1659498396.816857,7.432,271324,12033.0,137,"Draft yourself the ‘perfect’ dystopia, complete projects and churn out resources.",It's a Wonderful World,boardgame,2019
7.55,1659498396.816857,7.429,34635,48731.0,138,Travel to the time of hunters and gatherers in this classic game of tools and tribes.,Stone Age,boardgame,2008
7.66,1659498396.816857,7.427,103885,24114.0,139,Pilot your ships in tight arcs to take out the enemy! The universe can be yours.,Star Wars: X-Wing Miniatures Game,boardgame,2012
7.64,1659498396.816857,7.421,217372,17844.0,140,Race through a dense South American jungle in pursuit of the legendary city of gold.,The Quest for El Dorado,boardgame,2017
7.54,1659498396.816857,7.419,14996,66409.0,141,Build train routes across Europe in this sequel to the hit family board game.,Ticket to Ride: Europe,boardgame,2005
8.31,1659498396.816857,7.419,256916,3905.0,142,Traders compete to build the greatest empire in the Roman Mediterranean.,Concordia Venus,boardgame,2018
7.58,1659498396.816857,7.418,233867,24338.0,143,"Design the most appealing 1950s neighborhood, with fences, parks, and swimming pools.",Welcome To...,boardgame,2018
7.56,1659498396.816857,7.411,148949,28311.0,144,Send your assistants through the shops of Istanbul as you race to acquire rubies.,Istanbul,boardgame,2014
7.66,1659498396.816857,7.408,77423,22669.0,145,Guide your fellowship as it embarks on unique adventures in Tolkien's Middle-earth!,The Lord of the Rings: The Card Game,boardgame,2011
7.61,1659498396.816857,7.406,254640,18634.0,146,"Give one-word clues so someone can guess one word, but duplicate clues are discarded.",Just One,boardgame,2018
7.61,1659498396.816857,7.402,244522,19398.0,147,"Draft dice to mark numbers on your scoresheet, comboing bonuses to power your points.",That's Pretty Clever!,boardgame,2018
7.73,1659498396.816857,7.402,220877,11389.0,148,Manage your dice to build profitable markets and grand monuments in historic India.,Rajas of the Ganges,boardgame,2017
8.03,1659498396.816857,7.399,308765,5740.0,149,Wealthy citizens of medieval Prague organize building projects to gain king's favor.,Praga Caput Regni,boardgame,2020
7.88,1659498396.816857,7.398,82222,8709.0,150,Pilot your ship to stardom in a massive sci-fi sandbox.,Xia: Legends of a Drift System,boardgame,2014
7.73,1659498396.816857,7.398,287954,11713.0,151,You're an artisan working on creating striking patterns within a king's palace.,Azul: Summer Pavilion,boardgame,2019
8.05,1659498396.816857,7.397,283948,5475.0,152,"Travel to cities along the silk road, trading silk, spice, gold & jade along the way.",Marco Polo II: In the Service of the Khan,boardgame,2019
7.67,1659498396.816857,7.395,43111,14917.0,153,Rival chaos gods send forth their minions to spread corruption and destruction.,Chaos in the Old World,boardgame,2009
7.65,1659498396.816857,7.394,104162,24139.0,154,Fight the Overlord and level up your heroes in this fantasy dungeon campaign.,Descent: Journeys in the Dark (Second Edition),boardgame,2012
7.77,1659498396.816857,7.394,9609,10312.0,155,"Rings, Fellowship, diplomacy and war in the Third Age of Middle Earth.",War of the Ring,boardgame,2004
7.5,1659498396.816857,7.386,54043,43801.0,156,Trade and sell goods to become the most wealthy merchant in this short game for two.,Jaipur,boardgame,2009
7.55,1659498396.816857,7.381,463,35782.0,157,Cast spells and summon fantasy monsters in the original collectible card game.,Magic: The Gathering,boardgame,1993
7.97,1659498396.816857,7.38,265188,5994.0,158,"Expand your Scottish clan by trading livestock, making whisky and gaining landmarks.",Glen More II: Chronicles,boardgame,2019
7.93,1659498396.816857,7.378,296151,6730.0,159,Travel the Kingdom seeking upgrades in an attempt to bring poverty or prosperity.,Viscounts of the West Kingdom,boardgame,2020
7.56,1659498396.816857,7.376,10630,27719.0,160,Revisit the battles of D-Day and control the forces of the Allies and the Axis!,Memoir '44,boardgame,2004
7.74,1659498396.816857,7.372,282524,11557.0,161,Classic movie monsters terrorize a town! Can your team stop them in time?,Horrified,boardgame,2019
7.55,1659498396.816857,7.369,128882,29992.0,162,Who can you trust? A game of social deduction set in King Arthur’s legendary realm.,The Resistance: Avalon,boardgame,2012
7.8,1659498396.816857,7.367,188920,10730.0,163,Civilians trapped in a war-torn city must make difficult decisions to survive.,This War of Mine: The Board Game,boardgame,2017
7.68,1659498396.816857,7.366,17133,11663.0,164,"Build rails, race to deliver scarce goods, and fulfill your Rail Baron's secret goal.",Railways of the World,boardgame,2005
7.52,1659498396.816857,7.366,150376,42758.0,165,"As you struggle to keep survivors alive, how will you value group vs. personal needs?",Dead of Winter: A Crossroads Game,boardgame,2014
7.54,1659498396.816857,7.362,39463,29910.0,166,Conquer the galaxy with shifting alliances and the unique powers of your alien race.,Cosmic Encounter,boardgame,2008
7.53,1659498396.816857,7.361,155426,23787.0,167,Choose and play tiles to satisfy the king's whims and build the best fantasy castle.,Castles of Mad King Ludwig,boardgame,2014
7.7,1659498396.816857,7.36,70149,10365.0,168,Manage workers and resources to build up the land around your medieval monastery.,Ora et Labora,boardgame,2011
7.5,1659498396.816857,7.357,199561,33087.0,169,Craft the best stained-glass windows by carefully placing colorful transparent dice.,Sagrada,boardgame,2017
7.57,1659498396.816857,7.355,103343,31341.0,170,Make alliances—and break them!—as you strive to both unite and conquer Westeros.,A Game of Thrones: The Board Game (Second Edition),boardgame,2011
7.91,1659498396.816857,7.35,189932,6688.0,171,Lead a Drow house and build the best deck to establish supremacy over the Underdark.,Tyrants of the Underdark,boardgame,2016
7.94,1659498396.816857,7.349,249259,6567.0,172,"Recruit, bolster and maneuver your way to controlling the hex-grid battlefield.",War Chest,boardgame,2018
7.76,1659498396.816857,7.348,328871,9025.0,173,"Return to Mars and terraform it once again, this time using only cards.",Terraforming Mars: Ares Expedition,boardgame,2021
7.64,1659498396.816857,7.347,221194,14131.0,174,Research DNA to bring prehistoric reptiles to life.,Dinosaur Island,boardgame,2017
8.02,1659498396.816857,7.345,25021,5089.0,175,Defend or depose the Toyotomi heir by commanding the loyalty of the feudal lords.,Sekigahara: The Unification of Japan,boardgame,2011
7.5,1659498396.816857,7.341,123260,23235.0,176,Expand your meager neighborhood into a sprawling suburb to attract the most citizens.,Suburbia,boardgame,2012
7.63,1659498396.816857,7.341,31627,12806.0,177,"Build railways to connect destinations across Scandinavia, Finland, and Estonia.",Ticket to Ride: Nordic Countries,boardgame,2007
7.77,1659498396.816857,7.34,14105,8335.0,178,Accessible game of warfare from the dawn of history to the opening of the Middle Ages,Commands & Colors: Ancients,boardgame,2006
7.83,1659498396.816857,7.335,268864,7642.0,179,Command your rifle platoon to victory in this WWII multi-scenario deck builder.,Undaunted: Normandy,boardgame,2019
7.74,1659498396.816857,7.335,195421,9000.0,180,Explore the lands to discover the Last Ruins and become the most storied traveller.,Near and Far,boardgame,2017
7.67,1659498396.816857,7.333,283155,11632.0,181,"Sew a quilt, collect buttons, attract cats!",Calico,boardgame,2020
7.51,1659498396.816857,7.33,104006,21724.0,182,"Send your villagers to work, travel, pray, and... die when it brings the most renown.",Village,boardgame,2011
7.54,1659498396.816857,7.329,171131,18377.0,183,"Torpedoes away! Hunt for your opponent's sub in this exciting, real-time team game.",Captain Sonar,boardgame,2016
7.95,1659498396.816857,7.325,21050,5679.0,184,Recreate the European theater of World War II in this acclaimed card-driven wargame.,Combat Commander: Europe,boardgame,2006
7.62,1659498396.816857,7.324,126042,11718.0,185,"Steer the fate of your nation, from the ancient world until the outbreak of WW1.",Nations,boardgame,2013
7.88,1659498396.816857,7.322,209418,6815.0,186,Acquire cards to grow your kingdom's influence in this classic deck-building game.,Dominion (Second Edition),boardgame,2016
7.66,1659498396.816857,7.321,245638,10355.0,187,Spread your influence across monasteries of Portugal and beyond!,Coimbra,boardgame,2018
7.64,1659498396.816857,7.318,188,15938.0,188,Use stones to control space in this ancient game with simple rules.,Go,boardgame,-2200
7.58,1659498396.816857,7.318,242302,13619.0,189,Amass spaceships for your fleet as you roll your way to domination.,Space Base,boardgame,2018
7.83,1659498396.816857,7.318,182631,7144.0,190,"Expand your fleet, defend your bases, and prevail in the battle for the colonies.",Star Realms: Colony Wars,boardgame,2015
7.49,1659498396.816857,7.317,12,20340.0,191,Bid to acquire the most valuable sets of Egyptian artifacts and resources.,Ra,boardgame,1999
