avg_rating,extracted_at,geek_rating,id,num_voters,rank,short_description,title,type,year_published
8.7,1661918732.51941,8.471,174430,51897.0,1,Vanquish monsters with strategic cardplay. Fulfill your quest to leave your legacy!,Gloomhaven,boardgame,2017
8.66,1661918732.51941,8.43,224517,30385.0,2,"Build networks, grow industries, and navigate the world of the Industrial Revolution.",Brass: Birmingham,boardgame,2018
8.58,1661918732.51941,8.424,161936,47481.0,3,Mutating diseases are spreading around the world - can your team save humanity?,Pandemic Legacy: Season 1,boardgame,2015
8.59,1661918732.51941,8.256,291457,22052.0,4,Vanquish monsters with strategic cardplay in a 25-scenario Gloomhaven campaign.,Gloomhaven: Jaws of the Lion,boardgame,2020
8.4,1661918732.51941,8.255,167791,81315.0,5,Compete with rival CEOs to make Mars habitable and build your corporate empire.,Terraforming Mars,boardgame,2016
8.64,1661918732.51941,8.253,342942,15500.0,6,"Plan and build a modern, scientifically managed zoo to support conservation projects.",Ark Nova,boardgame,2021
8.64,1661918732.51941,8.246,233078,18085.0,7,"Build an intergalactic empire through trade, research, conquest and grand politics.",Twilight Imperium: Fourth Edition,boardgame,2017
8.42,1661918732.51941,8.168,187645,27504.0,8,Strike from your hidden base as the Rebels—or find and destroy it as the Empire.,Star Wars: Rebellion,boardgame,2016
8.44,1661918732.51941,8.163,220308,21690.0,9,"Expand, research, upgrade, and settle the galaxy with one of 14 alien species.",Gaia Project,boardgame,2017
8.37,1661918732.51941,8.151,162886,37623.0,10,Island Spirits join forces using elemental powers to defend their home from invaders.,Spirit Island,boardgame,2017
8.52,1661918732.51941,8.149,115746,17052.0,11,The Fellowship and the Free Peoples clash with Sauron over the fate of Middle-Earth.,War of the Ring: Second Edition,boardgame,2011
8.35,1661918732.51941,8.124,182028,27414.0,12,Rewrite history as you build up your civilization in this epic card drafting game!,Through the Ages: A New Story of Civilization,boardgame,2015
8.28,1661918732.51941,8.108,193738,35679.0,13,Use strategic outposts and navigate danger as you herd your cattle to Kansas City.,Great Western Trail,boardgame,2016
8.27,1661918732.51941,8.1,12333,44692.0,14,Relive the Cold War and rewrite history in an epic clash between the USA and USSR.,Twilight Struggle,boardgame,2005
8.34,1661918732.51941,8.067,316554,23813.0,15,"Influence, intrigue, and combat in the universe of Dune.",Dune: Imperium,boardgame,2020
8.2,1661918732.51941,8.046,169786,70094.0,16,"Five factions vie for dominance in a war-torn, mech-filled, dieselpunk 1920s Europe.",Scythe,boardgame,2016
8.13,1661918732.51941,8.007,84876,53933.0,17,"Plan, trade, and build your Burgundian estate to prosperity and prominence.",The Castles of Burgundy,boardgame,2011
8.35,1661918732.51941,7.981,167355,21523.0,18,Survive an alien-infested spaceship but beware of other players and their agendas.,Nemesis,boardgame,2018
8.1,1661918732.51941,7.979,173346,76537.0,19,Science? Military? What will you draft to win this head-to-head version of 7 Wonders?,7 Wonders Duel,boardgame,2015
8.19,1661918732.51941,7.965,28720,22023.0,20,Test your economic mettle as you build and network in the Industrial Revolution.,Brass: Lancashire,boardgame,2007
8.12,1661918732.51941,7.965,124361,34181.0,21,Traders compete to build the greatest empire in the Roman Mediterranean.,Concordia,boardgame,2013
8.2,1661918732.51941,7.955,177736,22898.0,22,"Puzzle together the life of a Viking village as you hunt, farm, craft, and explore.",A Feast for Odin,boardgame,2016
8.11,1661918732.51941,7.947,120677,43653.0,23,Play fantastical factions.  Expand your influence by terraforming and joining cults.,Terra Mystica,boardgame,2012
8.09,1661918732.51941,7.935,266192,66248.0,24,Attract a beautiful and diverse collection of birds to your aviary.,Wingspan,boardgame,2019
8.15,1661918732.51941,7.921,205637,36437.0,25,Investigate the horrors of Arkham while courting cosmic doom.,Arkham Horror: The Card Game,boardgame,2016
8.58,1661918732.51941,7.908,246900,7792.0,26,"Build an interstellar civilization by exploration, research, conquest, and diplomacy.",Eclipse: Second Dawn for the Galaxy,boardgame,2020
8.63,1661918732.51941,7.908,266507,6420.0,27,"""Go forth, be bold, and ACQUIRE!"" in this campaign version of ""Clank!""",Clank!: Legacy – Acquisitions Incorporated,boardgame,2019
8.09,1661918732.51941,7.892,237182,37141.0,28,Decide the fate of the forest as woodland factions fight for contrasting goals.,Root,boardgame,2018
8.04,1661918732.51941,7.881,183394,39215.0,29,Create the most prosperous winery in Italy from the Tuscan vineyard you've inherited.,Viticulture Essential Edition,boardgame,2015
8.07,1661918732.51941,7.88,164928,26590.0,30,"Craftsmen, scholars & monks can help you reign supreme—but who will turn up to help?",Orléans,boardgame,2014
8.08,1661918732.51941,7.879,199792,36271.0,31,Gather resources to develop a harmonious village of woodland critters and structures.,Everdell,boardgame,2018
8.1,1661918732.51941,7.876,312484,26014.0,32,Explore an island to find resources and discover the lost ruins of Arnak.,Lost Ruins of Arnak,boardgame,2020
8.09,1661918732.51941,7.869,96848,30559.0,33,"Build your hero’s spells, abilities, and artifacts as you explore & conquer cities.",Mage Knight Board Game,boardgame,2011
8.1,1661918732.51941,7.832,175914,16954.0,34,Strategically hire and manage your workforce to outcompete rival fast food chains.,Food Chain Magnate,boardgame,2015
8.22,1661918732.51941,7.824,251247,11728.0,35,Nations vie for hydroelectric dominance in a dystopia where water is power.,Barrage,boardgame,2019
8.19,1661918732.51941,7.821,285774,17302.0,36,Battle Marvel villains with unique teams of iconic heroes in this LCG.,Marvel Champions: The Card Game,boardgame,2019
7.95,1661918732.51941,7.817,3076,67101.0,37,"Ship goods, construct buildings, and choose roles that benefit you more than others.",Puerto Rico,boardgame,2002
7.99,1661918732.51941,7.809,102794,31034.0,38,"From a simple cave, expand your dwarven home through mining, agriculture, and more.",Caverna: The Cave Farmers,boardgame,2013
8.4,1661918732.51941,7.808,192135,9059.0,39,Toss gobs of unique dice in an epic adventure en route to a final boss showdown.,Too Many Bones,boardgame,2017
7.97,1661918732.51941,7.799,170216,40521.0,40,Ragnarök has come! Secure your place in Valhalla in epic Viking battles.,Blood Rage,boardgame,2015
8.32,1661918732.51941,7.793,256960,8843.0,41,"Swing the tides of ""The Great Game"" as countries vie for control of Afghanistan.",Pax Pamir: Second Edition,boardgame,2019
7.91,1661918732.51941,7.791,31260,68078.0,42,Build your farmstead by sowing fields and raising livestock. But don't forget to eat!,Agricola,boardgame,2007
8.09,1661918732.51941,7.779,247763,14752.0,43,"Develop future cities on the seafloor through politics, production, and science.",Underwater Cities,boardgame,2018
8.13,1661918732.51941,7.766,276025,12580.0,44,Seafarers journey to obtain wealth and fame in the 17th century Caribbean.,Maracaibo,boardgame,2019
8.11,1661918732.51941,7.766,185343,14785.0,45,Use Exosuits & time travel to ensure your vision for the future after the cataclysm.,Anachrony,boardgame,2017
8.08,1661918732.51941,7.765,221107,14694.0,46,The world is a mystery after a devastating pandemic—where will your team go?,Pandemic Legacy: Season 2,boardgame,2017
8.0,1661918732.51941,7.761,205059,30842.0,47,Unravel mysteries in Arkham with your investigative team in this app-guided game.,Mansions of Madness: Second Edition,boardgame,2016
7.91,1661918732.51941,7.743,284083,30775.0,48,Go on a planet-discovering space mission in this cooperative trick-taking game.,The Crew: The Quest for Planet Nine,boardgame,2019
8.34,1661918732.51941,7.741,324856,6959.0,49,Dive into the deep sea in this co-operative trick-taking game.,The Crew: Mission Deep Sea,boardgame,2021
