avg_rating,extracted_at,geek_rating,id,num_voters,rank,short_description,title,type,year_published
8.7,1663127719.075096,8.468,174430,52125.0,1,Vanquish monsters with strategic cardplay. Fulfill your quest to leave your legacy!,Gloomhaven,boardgame,2017
8.66,1663127719.075096,8.429,224517,30711.0,2,"Build networks, grow industries, and navigate the world of the Industrial Revolution.",Brass: Birmingham,boardgame,2018
8.57,1663127719.075096,8.423,161936,47611.0,3,Mutating diseases are spreading around the world - can your team save humanity?,Pandemic Legacy: Season 1,boardgame,2015
8.63,1663127719.075096,8.265,342942,16542.0,4,"Plan and build a modern, scientifically managed zoo to support conservation projects.",Ark Nova,boardgame,2021
8.59,1663127719.075096,8.256,291457,22373.0,5,Vanquish monsters with strategic cardplay in a 25-scenario Gloomhaven campaign.,Gloomhaven: Jaws of the Lion,boardgame,2020
8.4,1663127719.075096,8.254,167791,81669.0,6,Compete with rival CEOs to make Mars habitable and build your corporate empire.,Terraforming Mars,boardgame,2016
8.64,1663127719.075096,8.246,233078,18219.0,7,"Build an intergalactic empire through trade, research, conquest and grand politics.",Twilight Imperium: Fourth Edition,boardgame,2017
8.42,1663127719.075096,8.169,187645,27613.0,8,Strike from your hidden base as the Rebels—or find and destroy it as the Empire.,Star Wars: Rebellion,boardgame,2016
8.44,1663127719.075096,8.162,220308,21806.0,9,"Expand, research, upgrade, and settle the galaxy with one of 14 alien species.",Gaia Project,boardgame,2017
8.52,1663127719.075096,8.152,115746,17151.0,10,The Fellowship and the Free Peoples clash with Sauron over the fate of Middle-Earth.,War of the Ring: Second Edition,boardgame,2011
8.37,1663127719.075096,8.15,162886,37968.0,11,Island Spirits join forces using elemental powers to defend their home from invaders.,Spirit Island,boardgame,2017
8.35,1663127719.075096,8.122,182028,27517.0,12,Rewrite history as you build up your civilization in this epic card drafting game!,Through the Ages: A New Story of Civilization,boardgame,2015
8.27,1663127719.075096,8.106,193738,35814.0,13,Use strategic outposts and navigate danger as you herd your cattle to Kansas City.,Great Western Trail,boardgame,2016
8.27,1663127719.075096,8.098,12333,44776.0,14,Relive the Cold War and rewrite history in an epic clash between the USA and USSR.,Twilight Struggle,boardgame,2005
8.34,1663127719.075096,8.074,316554,24277.0,15,"Influence, intrigue, and combat in the universe of Dune.",Dune: Imperium,boardgame,2020
8.2,1663127719.075096,8.044,169786,70370.0,16,"Five factions vie for dominance in a war-torn, mech-filled, dieselpunk 1920s Europe.",Scythe,boardgame,2016
8.13,1663127719.075096,8.007,84876,54117.0,17,"Plan, trade, and build your Burgundian estate to prosperity and prominence.",The Castles of Burgundy,boardgame,2011
8.1,1663127719.075096,7.979,173346,76894.0,18,Science? Military? What will you draft to win this head-to-head version of 7 Wonders?,7 Wonders Duel,boardgame,2015
8.34,1663127719.075096,7.979,167355,21762.0,19,Survive an alien-infested spaceship but beware of other players and their agendas.,Nemesis,boardgame,2018
8.19,1663127719.075096,7.965,28720,22088.0,20,Test your economic mettle as you build and network in the Industrial Revolution.,Brass: Lancashire,boardgame,2007
8.12,1663127719.075096,7.964,124361,34329.0,21,Traders compete to build the greatest empire in the Roman Mediterranean.,Concordia,boardgame,2013
8.2,1663127719.075096,7.954,177736,23054.0,22,"Puzzle together the life of a Viking village as you hunt, farm, craft, and explore.",A Feast for Odin,boardgame,2016
8.11,1663127719.075096,7.946,120677,43756.0,23,Play fantastical factions.  Expand your influence by terraforming and joining cults.,Terra Mystica,boardgame,2012
8.08,1663127719.075096,7.935,266192,66795.0,24,Attract a beautiful and diverse collection of birds to your aviary.,Wingspan,boardgame,2019
8.15,1663127719.075096,7.922,205637,36617.0,25,Investigate the horrors of Arkham while courting cosmic doom.,Arkham Horror: The Card Game,boardgame,2016
8.63,1663127719.075096,7.912,266507,6500.0,26,"""Go forth, be bold, and ACQUIRE!"" in this campaign version of ""Clank!""",Clank!: Legacy – Acquisitions Incorporated,boardgame,2019
8.58,1663127719.075096,7.911,246900,7920.0,27,"Build an interstellar civilization by exploration, research, conquest, and diplomacy.",Eclipse: Second Dawn for the Galaxy,boardgame,2020
8.09,1663127719.075096,7.895,237182,37460.0,28,Decide the fate of the forest as woodland factions fight for contrasting goals.,Root,boardgame,2018
8.04,1663127719.075096,7.881,183394,39451.0,29,Create the most prosperous winery in Italy from the Tuscan vineyard you've inherited.,Viticulture Essential Edition,boardgame,2015
8.08,1663127719.075096,7.88,199792,36676.0,30,Gather resources to develop a harmonious village of woodland critters and structures.,Everdell,boardgame,2018
8.07,1663127719.075096,7.879,164928,26708.0,31,"Craftsmen, scholars & monks can help you reign supreme—but who will turn up to help?",Orléans,boardgame,2014
8.1,1663127719.075096,7.877,312484,26445.0,32,Explore an island to find resources and discover the lost ruins of Arnak.,Lost Ruins of Arnak,boardgame,2020
8.09,1663127719.075096,7.868,96848,30631.0,33,"Build your hero’s spells, abilities, and artifacts as you explore & conquer cities.",Mage Knight Board Game,boardgame,2011
8.1,1663127719.075096,7.831,175914,17045.0,34,Strategically hire and manage your workforce to outcompete rival fast food chains.,Food Chain Magnate,boardgame,2015
8.22,1663127719.075096,7.828,251247,11916.0,35,Nations vie for hydroelectric dominance in a dystopia where water is power.,Barrage,boardgame,2019
8.18,1663127719.075096,7.82,285774,17476.0,36,Battle Marvel villains with unique teams of iconic heroes in this LCG.,Marvel Champions: The Card Game,boardgame,2019
7.95,1663127719.075096,7.816,3076,67180.0,37,"Ship goods, construct buildings, and choose roles that benefit you more than others.",Puerto Rico,boardgame,2002
