extracted_at,id,rank,title,year_published
1656819493.373153,365717,1,Clank! Catacombs,2022
1656819493.373153,342942,2,Ark Nova,2021
1656819493.373153,366013,3,Heat: Pedal to the Metal,2022
1656819493.373153,273910,4,Stars of Akarios,2022
1656819493.373153,251661,5,Oathsworn: Into the Deepwood,2022
1656819493.373153,361469,6,Bretwalda,2023
1656819493.373153,240980,7,Blood on the Clocktower,2022
1656819493.373153,281515,8,Company of Heroes,2021
1656819493.373153,298231,9,Skyrise,2023
1656819493.373153,300521,10,Rush Out!,2021
1656819493.373153,360692,11,Septima,2023
1656819493.373153,162886,12,Spirit Island,2017
1656819493.373153,316554,13,Dune: Imperium,2020
1656819493.373153,310873,14,Carnegie,2022
1656819493.373153,205637,15,Arkham Horror: The Card Game,2016
1656819493.373153,365526,16,Galactic Renaissance,2023
1656819493.373153,266192,17,Wingspan,2019
1656819493.373153,295947,18,Cascadia,2021
1656819493.373153,237182,19,Root,2018
1656819493.373153,285774,20,Marvel Champions: The Card Game,2019
1656819493.373153,224517,21,Brass: Birmingham,2018
1656819493.373153,174430,22,Gloomhaven,2017
1656819493.373153,295785,23,Euthia: Torment of Resurrection,2021
1656819493.373153,167791,24,Terraforming Mars,2016
1656819493.373153,328866,25,My Father's Work,2022
1656819493.373153,312484,26,Lost Ruins of Arnak,2020
1656819493.373153,167355,27,Nemesis,2018
1656819493.373153,201808,28,Clank!: A Deck-Building Adventure,2016
1656819493.373153,199792,29,Everdell,2018
1656819493.373153,298371,30,Wild Space,2020
1656819493.373153,238799,31,Messina 1347,2021
1656819493.373153,251247,32,Barrage,2019
1656819493.373153,255984,33,Sleeping Gods,2021
1656819493.373153,227935,34,Wonderland's War,2022
1656819493.373153,169786,35,Scythe,2016
1656819493.373153,322656,36,burncycle,2022
1656819493.373153,323612,37,Bitoku,2021
1656819493.373153,220308,38,Gaia Project,2017
1656819493.373153,192135,39,Too Many Bones,2017
1656819493.373153,271896,40,Star Wars: Outer Rim,2019
1656819493.373153,233078,41,Twilight Imperium: Fourth Edition,2017
1656819493.373153,246900,42,Eclipse: Second Dawn for the Galaxy,2020
1656819493.373153,317985,43,Beyond the Sun,2020
1656819493.373153,328124,44,Bot Factory,2023
1656819493.373153,183394,45,Viticulture Essential Edition,2015
1656819493.373153,291457,46,Gloomhaven: Jaws of the Lion,2020
1656819493.373153,315610,47,Massive Darkness 2: Hellscape,2022
1656819493.373153,319910,48,Pagan: Fate of Roanoke,2022
1656819493.373153,350933,49,The Guild of Merchant Explorers,2022
1656819493.373153,364356,50,Company of Heroes: 2nd Edition,2023
