extracted_at,id,rank,title,year_published
1652844768.369705,342942,1,Ark Nova,2021
1652844768.369705,347137,2,Chronicles of Avel,2021
1652844768.369705,359871,3,Arcs,2023
1652844768.369705,307044,4,Trailblazer: The John Muir Trail,2022
1652844768.369705,310873,5,Carnegie,2022
1652844768.369705,344105,6,Anunnaki: Dawn of the Gods,2022
1652844768.369705,227935,7,Wonderland's War,2022
1652844768.369705,12,8,Ra,1999
1652844768.369705,162886,9,Spirit Island,2017
1652844768.369705,322656,10,burncycle,2022
1652844768.369705,350933,11,The Guild of Merchant Explorers,2022
1652844768.369705,316554,12,Dune: Imperium,2020
1652844768.369705,295293,13,The Thing: The Boardgame,2022
1652844768.369705,167791,14,Terraforming Mars,2016
1652844768.369705,237182,15,Root,2018
1652844768.369705,312484,16,Lost Ruins of Arnak,2020
1652844768.369705,295947,17,Cascadia,2021
1652844768.369705,285774,18,Marvel Champions: The Card Game,2019
1652844768.369705,205637,19,Arkham Horror: The Card Game,2016
1652844768.369705,174430,20,Gloomhaven,2017
1652844768.369705,266192,21,Wingspan,2019
1652844768.369705,352697,22,Resist!,2022
1652844768.369705,271601,23,Feed the Kraken,2022
1652844768.369705,298383,24,Golem,2021
1652844768.369705,276182,25,Dead Reckoning,2022
1652844768.369705,224517,26,Brass: Birmingham,2018
1652844768.369705,199792,27,Everdell,2018
1652844768.369705,167355,28,Nemesis,2018
1652844768.369705,256680,29,Return to Dark Tower,2022
1652844768.369705,284189,30,Foundations of Rome,2022
1652844768.369705,169786,31,Scythe,2016
1652844768.369705,291457,32,Gloomhaven: Jaws of the Lion,2020
1652844768.369705,329082,33,Radlands,2021
1652844768.369705,217372,34,The Quest for El Dorado,2017
1652844768.369705,192135,35,Too Many Bones,2017
1652844768.369705,291572,36,Oath: Chronicles of Empire and Exile,2021
1652844768.369705,323613,37,LUNA Capital,2021
1652844768.369705,356033,38,Libertalia: Winds of Galecrest,2022
1652844768.369705,115746,39,War of the Ring: Second Edition,2011
1652844768.369705,352876,40,Waste Knights: Second Edition – Beyond the Horizon,2022
1652844768.369705,233078,41,Twilight Imperium: Fourth Edition,2017
1652844768.369705,258779,42,Planet Unknown,2022
1652844768.369705,220308,43,Gaia Project,2017
1652844768.369705,255984,44,Sleeping Gods,2021
1652844768.369705,193738,45,Great Western Trail,2016
1652844768.369705,304051,46,Creature Comforts,2022
1652844768.369705,360918,47,Kingdom Builder: Empire Edition,2022
1652844768.369705,244521,48,The Quacks of Quedlinburg,2018
1652844768.369705,264220,49,Tainted Grail: The Fall of Avalon,2019
1652844768.369705,262712,50,Res Arcana,2019
