extracted_at,id,rank,title,year_published
1656387587.696094,273910,1,Stars of Akarios,2022
1656387587.696094,342942,2,Ark Nova,2021
1656387587.696094,365526,3,Galactic Renaissance,2023
1656387587.696094,352138,4,Cyberpunk 2077: Gangs of Night City,2023
1656387587.696094,360692,5,Septima,2023
1656387587.696094,322656,6,burncycle,2022
1656387587.696094,310873,7,Carnegie,2022
1656387587.696094,162886,8,Spirit Island,2017
1656387587.696094,328866,9,My Father's Work,2022
1656387587.696094,316554,10,Dune: Imperium,2020
1656387587.696094,298231,11,Skyrise,2023
1656387587.696094,237182,12,Root,2018
1656387587.696094,167791,13,Terraforming Mars,2016
1656387587.696094,361469,14,Bretwalda,2023
1656387587.696094,251661,15,Oathsworn: Into the Deepwood,2022
1656387587.696094,295947,16,Cascadia,2021
1656387587.696094,205637,17,Arkham Horror: The Card Game,2016
1656387587.696094,312484,18,Lost Ruins of Arnak,2020
1656387587.696094,224517,19,Brass: Birmingham,2018
1656387587.696094,174430,20,Gloomhaven,2017
1656387587.696094,285774,21,Marvel Champions: The Card Game,2019
1656387587.696094,328124,22,Bot Factory,2023
1656387587.696094,266192,23,Wingspan,2019
1656387587.696094,240980,24,Blood on the Clocktower,2022
1656387587.696094,199792,25,Everdell,2018
1656387587.696094,364073,26,Splendor Duel,2022
1656387587.696094,82222,27,Xia: Legends of a Drift System,2014
1656387587.696094,169786,28,Scythe,2016
1656387587.696094,356414,29,Space Station Phoenix,2022
1656387587.696094,183394,30,Viticulture Essential Edition,2015
1656387587.696094,167355,31,Nemesis,2018
1656387587.696094,227935,32,Wonderland's War,2022
1656387587.696094,255984,33,Sleeping Gods,2021
1656387587.696094,317985,34,Beyond the Sun,2020
1656387587.696094,291457,35,Gloomhaven: Jaws of the Lion,2020
1656387587.696094,192135,36,Too Many Bones,2017
1656387587.696094,246900,37,Eclipse: Second Dawn for the Galaxy,2020
1656387587.696094,315610,38,Massive Darkness 2: Hellscape,2022
1656387587.696094,220308,39,Gaia Project,2017
1656387587.696094,271896,40,Star Wars: Outer Rim,2019
1656387587.696094,193738,41,Great Western Trail,2016
1656387587.696094,272175,42,Sankokushin: Five Sacrifices,2023
1656387587.696094,285967,43,Ankh: Gods of Egypt,2021
1656387587.696094,347102,44,Star Wars: Outer Rim – Unfinished Business,2022
1656387587.696094,284189,45,Foundations of Rome,2022
1656387587.696094,350933,46,The Guild of Merchant Explorers,2022
1656387587.696094,340364,47,Machi Koro 2,2021
1656387587.696094,328871,48,Terraforming Mars: Ares Expedition,2021
1656387587.696094,343905,49,Boonlake,2021
1656387587.696094,233078,50,Twilight Imperium: Fourth Edition,2017
