extracted_at,id,rank,title,year_published
1639711462.504985,342942,1,Ark Nova,2021
1639711462.504985,23540,2,Shikoku 1889,2004
1639711462.504985,350736,3,Voyages,2021
1639711462.504985,312484,4,Lost Ruins of Arnak,2020
1639711462.504985,316554,5,Dune: Imperium,2020
1639711462.504985,255984,6,Sleeping Gods,2021
1639711462.504985,231733,7,Obsession,2018
1639711462.504985,313441,8,Undaunted: Reinforcements,2021
1639711462.504985,205637,9,Arkham Horror: The Card Game,2016
1639711462.504985,162886,10,Spirit Island,2017
1639711462.504985,329121,11,Call of Kilforth: A Fantasy Quest Game,2022
1639711462.504985,295947,12,Cascadia,2021
1639711462.504985,167791,13,Terraforming Mars,2016
1639711462.504985,174430,14,Gloomhaven,2017
1639711462.504985,266192,15,Wingspan,2019
1639711462.504985,199792,16,Everdell,2018
1639711462.504985,285774,17,Marvel Champions: The Card Game,2019
1639711462.504985,285192,18,Destinies,2021
1639711462.504985,291572,19,Oath: Chronicles of Empire and Exile,2021
1639711462.504985,224517,20,Brass: Birmingham,2018
1639711462.504985,237182,21,Root,2018
1639711462.504985,220308,22,Gaia Project,2017
1639711462.504985,323612,23,Bitoku,2021
1639711462.504985,169786,24,Scythe,2016
1639711462.504985,244521,25,The Quacks of Quedlinburg,2018
1639711462.504985,167355,26,Nemesis,2018
1639711462.504985,291457,27,Gloomhaven: Jaws of the Lion,2020
1639711462.504985,256960,28,Pax Pamir: Second Edition,2019
1639711462.504985,328871,29,Terraforming Mars: Ares Expedition,2021
1639711462.504985,246900,30,Eclipse: Second Dawn for the Galaxy,2020
1639711462.504985,298383,31,Golem,2021
1639711462.504985,351896,32,Ancient Blood: The Order of Vampire Hunters,2022
1639711462.504985,230802,33,Azul,2017
1639711462.504985,314491,34,Meadow,2021
1639711462.504985,266524,35,PARKS,2019
1639711462.504985,285967,36,Ankh: Gods of Egypt,2021
1639711462.504985,280794,37,Etherfields,2020
1639711462.504985,233078,38,Twilight Imperium: Fourth Edition,2017
1639711462.504985,340466,39,Unfathomable,2021
1639711462.504985,299659,40,Clash of Cultures: Monumental Edition,2021
1639711462.504985,317985,41,Beyond the Sun,2020
1639711462.504985,311193,42,Anno 1800,2020
1639711462.504985,115746,43,War of the Ring: Second Edition,2012
1639711462.504985,318084,44,Furnace,2021
1639711462.504985,293835,45,Oltréé,2021
1639711462.504985,341254,46,Lost Ruins of Arnak: Expedition Leaders,2021
1639711462.504985,237179,47,Weather Machine,2022
1639711462.504985,192135,48,Too Many Bones,2017
1639711462.504985,337765,49,Brian Boru: High King of Ireland,2021
1639711462.504985,173346,50,7 Wonders Duel,2015
