extracted_at,id,rank,title,year_published
1634441026.053365,323612,1,Bitoku,2021
1634441026.053365,342942,2,Ark Nova,2021
1634441026.053365,298383,3,Golem,2021
1634441026.053365,343905,4,Boonlake,2021
1634441026.053365,238799,5,Messina 1347,2021
1634441026.053365,249277,6,Brazil: Imperial,2021
1634441026.053365,316554,7,Dune: Imperium,2020
1634441026.053365,333539,8,The Siege of Runedar,2021
1634441026.053365,318084,9,Furnace,2021
1634441026.053365,312484,10,Lost Ruins of Arnak,2020
1634441026.053365,339958,11,Gutenberg,2021
1634441026.053365,337627,12,Voidfall,2023
1634441026.053365,329713,13,Dune: House Secrets,2021
1634441026.053365,295947,14,Cascadia,2021
1634441026.053365,253759,15,Paint the Roses,2022
1634441026.053365,205637,16,Arkham Horror: The Card Game,2016
1634441026.053365,299659,17,Clash of Cultures: Monumental Edition,2021
1634441026.053365,329591,18,Ultimate Railroads,2021
1634441026.053365,340677,19,Bad Company,2021
1634441026.053365,285774,20,Marvel Champions: The Card Game,2019
1634441026.053365,317457,21,Dinosaur World,2021
1634441026.053365,167791,22,Terraforming Mars,2016
1634441026.053365,162886,23,Spirit Island,2017
1634441026.053365,329593,24,Settlement,2021
1634441026.053365,237182,25,Root,2018
1634441026.053365,316786,26,Tabannusi: Builders of Ur,2021
1634441026.053365,285967,27,Ankh: Gods of Egypt,2021
1634441026.053365,340466,28,Unfathomable,2021
1634441026.053365,174430,29,Gloomhaven,2017
1634441026.053365,199792,30,Everdell,2018
1634441026.053365,167355,31,Nemesis,2018
1634441026.053365,266192,32,Wingspan,2019
1634441026.053365,224517,33,Brass: Birmingham,2018
1634441026.053365,323613,34,LUNA Capital,2021
1634441026.053365,192135,35,Too Many Bones,2017
1634441026.053365,227224,36,The Red Cathedral,2020
1634441026.053365,311193,37,Anno 1800,2020
1634441026.053365,299684,38,Khôra: Rise of an Empire,2021
1634441026.053365,322708,39,Descent: Legends of the Dark,2021
1634441026.053365,169786,40,Scythe,2016
1634441026.053365,325490,41,Concordia Solitaria,2021
1634441026.053365,322588,42,Origins: First Builders,2021
1634441026.053365,339789,43,Welcome to the Moon,2021
1634441026.053365,341254,44,Lost Ruins of Arnak: Expedition Leaders,2021
1634441026.053365,237179,45,Weather Machine,2022
1634441026.053365,299106,46,Fractal: Beyond the Void,2022
1634441026.053365,291457,47,Gloomhaven: Jaws of the Lion,2020
1634441026.053365,317985,48,Beyond the Sun,2020
1634441026.053365,220308,49,Gaia Project,2017
1634441026.053365,283863,50,The Magnificent,2019
