extracted_at,id,rank,title,year_published
1653795371.340372,359871,1,Arcs,2023
1653795371.340372,363369,2,Starship Captains,2022
1653795371.340372,363622,3,Castles of Burgundy: Special Edition,2023
1653795371.340372,342942,4,Ark Nova,2021
1653795371.340372,348073,5,Crescent Moon,2022
1653795371.340372,295262,6,Sniper Elite: The Board Game,2022
1653795371.340372,354886,7,Quacks & Co.,2022
1653795371.340372,291453,8,SCOUT,2019
1653795371.340372,316554,9,Dune: Imperium,2020
1653795371.340372,328479,10,Living Forest,2021
1653795371.340372,295947,11,Cascadia,2021
1653795371.340372,84876,12,The Castles of Burgundy,2011
1653795371.340372,361545,13,Twilight Inscription,2022
1653795371.340372,243797,14,Mezo,2020
1653795371.340372,322656,15,burncycle,2022
1653795371.340372,285774,16,Marvel Champions: The Card Game,2019
1653795371.340372,285967,17,Ankh: Gods of Egypt,2021
1653795371.340372,237182,18,Root,2018
1653795371.340372,162886,19,Spirit Island,2017
1653795371.340372,359927,20,The Breach,2023
1653795371.340372,167791,21,Terraforming Mars,2016
1653795371.340372,205637,22,Arkham Horror: The Card Game,2016
1653795371.340372,246784,23,Cryptid,2018
1653795371.340372,312484,24,Lost Ruins of Arnak,2020
1653795371.340372,317311,25,Switch & Signal,2020
1653795371.340372,310873,26,Carnegie,2022
1653795371.340372,224517,27,Brass: Birmingham,2018
1653795371.340372,266192,28,Wingspan,2019
1653795371.340372,174430,29,Gloomhaven,2017
1653795371.340372,300905,30,Top Ten,2020
1653795371.340372,328866,31,My Father's Work,2022
1653795371.340372,222514,32,Batman: Gotham City Chronicles,2019
1653795371.340372,227935,33,Wonderland's War,2022
1653795371.340372,199792,34,Everdell,2018
1653795371.340372,258779,35,Planet Unknown,2022
1653795371.340372,167355,36,Nemesis,2018
1653795371.340372,295293,37,The Thing: The Boardgame,2022
1653795371.340372,291572,38,Oath: Chronicles of Empire and Exile,2021
1653795371.340372,239472,39,Abomination: The Heir of Frankenstein,2019
1653795371.340372,288080,40,Dice Realms,2022
1653795371.340372,169786,41,Scythe,2016
1653795371.340372,246900,42,Eclipse: Second Dawn for the Galaxy,2020
1653795371.340372,220308,43,Gaia Project,2017
1653795371.340372,291457,44,Gloomhaven: Jaws of the Lion,2020
1653795371.340372,244521,45,The Quacks of Quedlinburg,2018
1653795371.340372,192135,46,Too Many Bones,2017
1653795371.340372,320718,47,Hidden Leaders,2022
1653795371.340372,345377,48,Virtù,2021
1653795371.340372,193738,49,Great Western Trail,2016
1653795371.340372,233078,50,Twilight Imperium: Fourth Edition,2017
