extracted_at,id,rank,title,year_published
1659843110.934225,368061,1,Zoo Vadis,2023
1659843110.934225,367518,2,Imperium: Horizons,2023
1659843110.934225,364541,3,Knight Fall,2022
1659843110.934225,368158,4,Ark Nova: Zoo Map Pack 1,2022
1659843110.934225,342942,5,Ark Nova,2021
1659843110.934225,328866,6,My Father's Work,2022
1659843110.934225,251661,7,Oathsworn: Into the Deepwood,2022
1659843110.934225,224517,8,Brass: Birmingham,2018
1659843110.934225,284189,9,Foundations of Rome,2022
1659843110.934225,295785,10,Euthia: Torment of Resurrection,2021
1659843110.934225,316554,11,Dune: Imperium,2020
1659843110.934225,162886,12,Spirit Island,2017
1659843110.934225,274124,13,Northgard: Uncharted Lands,2022
1659843110.934225,310873,14,Carnegie,2022
1659843110.934225,122,15,Quo Vadis?,1991
1659843110.934225,318184,16,Imperium: Classics,2021
1659843110.934225,356123,17,Turing Machine,2022
1659843110.934225,285774,18,Marvel Champions: The Card Game,2019
1659843110.934225,284587,19,Bloodstones,2023
1659843110.934225,205637,20,Arkham Horror: The Card Game,2016
1659843110.934225,237182,21,Root,2018
1659843110.934225,266192,22,Wingspan,2019
1659843110.934225,167791,23,Terraforming Mars,2016
1659843110.934225,285039,24,Aegean Sea,2022
1659843110.934225,227935,25,Wonderland's War,2022
1659843110.934225,199792,26,Everdell,2018
1659843110.934225,295947,27,Cascadia,2021
1659843110.934225,174430,28,Gloomhaven,2017
1659843110.934225,312484,29,Lost Ruins of Arnak,2020
1659843110.934225,359402,30,Ahoy,2022
1659843110.934225,328479,31,Living Forest,2021
1659843110.934225,258779,32,Planet Unknown,2022
1659843110.934225,345972,33,Cat in the Box: Deluxe Edition,2022
1659843110.934225,270239,34,Moonrakers,2020
1659843110.934225,169786,35,Scythe,2016
1659843110.934225,255984,36,Sleeping Gods,2021
1659843110.934225,167355,37,Nemesis,2018
1659843110.934225,360471,38,Aquamarine,2022
1659843110.934225,251247,39,Barrage,2019
1659843110.934225,361545,40,Twilight Inscription,2022
1659843110.934225,367517,41,La Famiglia: The Great Mafia War,2022
1659843110.934225,246900,42,Eclipse: Second Dawn for the Galaxy,2020
1659843110.934225,359438,43,Skymines,2022
1659843110.934225,256680,44,Return to Dark Tower,2022
1659843110.934225,286160,45,Godspeed,2020
1659843110.934225,291457,46,Gloomhaven: Jaws of the Lion,2020
1659843110.934225,233078,47,Twilight Imperium: Fourth Edition,2017
1659843110.934225,220308,48,Gaia Project,2017
1659843110.934225,317985,49,Beyond the Sun,2020
1659843110.934225,211701,50,World At War 85: Blood and Fury,2022
