extracted_at,id,rank,title,year_published
1640921129.995071,342942,1,Ark Nova,2021
1640921129.995071,329082,2,Radlands,2021
1640921129.995071,312484,3,Lost Ruins of Arnak,2020
1640921129.995071,316554,4,Dune: Imperium,2020
1640921129.995071,255984,5,Sleeping Gods,2021
1640921129.995071,266192,6,Wingspan,2019
1640921129.995071,295947,7,Cascadia,2021
1640921129.995071,162886,8,Spirit Island,2017
1640921129.995071,167791,9,Terraforming Mars,2016
1640921129.995071,199792,10,Everdell,2018
1640921129.995071,237182,11,Root,2018
1640921129.995071,231733,12,Obsession,2018
1640921129.995071,205637,13,Arkham Horror: The Card Game,2016
1640921129.995071,174430,14,Gloomhaven,2017
1640921129.995071,285774,15,Marvel Champions: The Card Game,2019
1640921129.995071,224517,16,Brass: Birmingham,2018
1640921129.995071,169786,17,Scythe,2016
1640921129.995071,323612,18,Bitoku,2021
1640921129.995071,317985,19,Beyond the Sun,2020
1640921129.995071,328871,20,Terraforming Mars: Ares Expedition,2021
1640921129.995071,167355,21,Nemesis,2018
1640921129.995071,244521,22,The Quacks of Quedlinburg,2018
1640921129.995071,291457,23,Gloomhaven: Jaws of the Lion,2020
1640921129.995071,291572,24,Oath: Chronicles of Empire and Exile,2021
1640921129.995071,220308,25,Gaia Project,2017
1640921129.995071,230802,26,Azul,2017
1640921129.995071,193738,27,Great Western Trail,2016
1640921129.995071,246900,28,Eclipse: Second Dawn for the Galaxy,2020
1640921129.995071,285967,29,Ankh: Gods of Egypt,2021
1640921129.995071,284083,30,The Crew: The Quest for Planet Nine,2019
1640921129.995071,115746,31,War of the Ring: Second Edition,2012
1640921129.995071,318084,32,Furnace,2021
1640921129.995071,183394,33,Viticulture Essential Edition,2015
1640921129.995071,340466,34,Unfathomable,2021
1640921129.995071,256960,35,Pax Pamir: Second Edition,2019
1640921129.995071,312859,36,Townsfolk Tussle,2022
1640921129.995071,233078,37,Twilight Imperium: Fourth Edition,2017
1640921129.995071,314491,38,Meadow,2021
1640921129.995071,84876,39,The Castles of Burgundy,2011
1640921129.995071,177736,40,A Feast for Odin,2016
1640921129.995071,279537,41,The Search for Planet X,2020
1640921129.995071,285192,42,Destinies,2021
1640921129.995071,173346,43,7 Wonders Duel,2015
1640921129.995071,201808,44,Clank!: A Deck-Building Adventure,2016
1640921129.995071,266524,45,PARKS,2019
1640921129.995071,300531,46,Paleo,2020
1640921129.995071,292375,47,The Great Wall,2021
1640921129.995071,124361,48,Concordia,2013
1640921129.995071,263918,49,Cartographers,2019
1640921129.995071,295785,50,Euthia: Torment of Resurrection,2021
