extracted_at,id,rank,title,year_published
1653708445.443352,359871,1,Arcs,2023
1653708445.443352,363369,2,Starship Captains,2022
1653708445.443352,363622,3,Castles of Burgundy: Special Edition,2023
1653708445.443352,342942,4,Ark Nova,2021
1653708445.443352,348073,5,Crescent Moon,2022
1653708445.443352,291453,6,SCOUT,2019
1653708445.443352,328479,7,Living Forest,2021
1653708445.443352,354886,8,Quacks & Co.,2022
1653708445.443352,84876,9,The Castles of Burgundy,2011
1653708445.443352,295947,10,Cascadia,2021
1653708445.443352,316554,11,Dune: Imperium,2020
1653708445.443352,300905,12,Top Ten,2020
1653708445.443352,322656,13,burncycle,2022
1653708445.443352,246784,14,Cryptid,2018
1653708445.443352,243797,15,Mezo,2020
1653708445.443352,361545,16,Twilight Inscription,2022
1653708445.443352,285774,17,Marvel Champions: The Card Game,2019
1653708445.443352,237182,18,Root,2018
1653708445.443352,162886,19,Spirit Island,2017
1653708445.443352,222514,20,Batman: Gotham City Chronicles,2019
1653708445.443352,167791,21,Terraforming Mars,2016
1653708445.443352,205637,22,Arkham Horror: The Card Game,2016
1653708445.443352,352263,23,Through Ice and Snow,2022
1653708445.443352,174430,24,Gloomhaven,2017
1653708445.443352,312484,25,Lost Ruins of Arnak,2020
1653708445.443352,224517,26,Brass: Birmingham,2018
1653708445.443352,363204,27,FLOE,2023
1653708445.443352,288080,28,Dice Realms,2022
1653708445.443352,310873,29,Carnegie,2022
1653708445.443352,359927,30,The Breach,2023
1653708445.443352,227935,31,Wonderland's War,2022
1653708445.443352,199792,32,Everdell,2018
1653708445.443352,266192,33,Wingspan,2019
1653708445.443352,317311,34,Switch & Signal,2020
1653708445.443352,167355,35,Nemesis,2018
1653708445.443352,291572,36,Oath: Chronicles of Empire and Exile,2021
1653708445.443352,192135,37,Too Many Bones,2017
1653708445.443352,169786,38,Scythe,2016
1653708445.443352,360896,39,Tiny Epic Vikings,2023
1653708445.443352,291457,40,Gloomhaven: Jaws of the Lion,2020
1653708445.443352,220308,41,Gaia Project,2017
1653708445.443352,246900,42,Eclipse: Second Dawn for the Galaxy,2020
1653708445.443352,295293,43,The Thing: The Boardgame,2022
1653708445.443352,271320,44,The Castles of Burgundy,2019
1653708445.443352,255984,45,Sleeping Gods,2021
1653708445.443352,233078,46,Twilight Imperium: Fourth Edition,2017
1653708445.443352,258779,47,Planet Unknown,2022
1653708445.443352,193738,48,Great Western Trail,2016
1653708445.443352,320718,49,Hidden Leaders,2022
1653708445.443352,244521,50,The Quacks of Quedlinburg,2018
