extracted_at,id,rank,title,year_published
1636169068.720413,350316,1,Wayfarers of the South Tigris,2022
1636169068.720413,342372,2,The Elder Scrolls V: Skyrim – The Adventure Game,2022
1636169068.720413,290484,3,Unsettled,2021
1636169068.720413,349998,4,Tapestry: Arts & Architecture,2022
1636169068.720413,316554,5,Dune: Imperium,2020
1636169068.720413,341165,6,Dune: A Game of Conquest and Diplomacy,2021
1636169068.720413,350205,7,Horseless Carriage,2022
1636169068.720413,237179,8,Weather Machine,2022
1636169068.720413,343905,9,Boonlake,2021
1636169068.720413,192135,10,Too Many Bones,2017
1636169068.720413,312484,11,Lost Ruins of Arnak,2020
1636169068.720413,342942,12,Ark Nova,2021
1636169068.720413,311193,13,Anno 1800,2020
1636169068.720413,205637,14,Arkham Horror: The Card Game,2016
1636169068.720413,340466,15,Unfathomable,2021
1636169068.720413,286096,16,Tapestry,2019
1636169068.720413,162886,17,Spirit Island,2017
1636169068.720413,167791,18,Terraforming Mars,2016
1636169068.720413,318084,19,Furnace,2021
1636169068.720413,174430,20,Gloomhaven,2017
1636169068.720413,285774,21,Marvel Champions: The Card Game,2019
1636169068.720413,323612,22,Bitoku,2021
1636169068.720413,237182,23,Root,2018
1636169068.720413,285967,24,Ankh: Gods of Egypt,2021
1636169068.720413,266192,25,Wingspan,2019
1636169068.720413,167355,26,Nemesis,2018
1636169068.720413,224517,27,Brass: Birmingham,2018
1636169068.720413,332290,28,Stardew Valley: The Board Game,2021
1636169068.720413,199792,29,Everdell,2018
1636169068.720413,295947,30,Cascadia,2021
1636169068.720413,177478,31,IKI,2015
1636169068.720413,341048,32,Free Ride,2021
1636169068.720413,341169,33,Great Western Trail (Second Edition),2021
1636169068.720413,320390,34,Kabuto Sumo,2021
1636169068.720413,169786,35,Scythe,2016
1636169068.720413,220308,36,Gaia Project,2017
1636169068.720413,246900,37,Eclipse: Second Dawn for the Galaxy,2020
1636169068.720413,298383,38,Golem,2021
1636169068.720413,291457,39,Gloomhaven: Jaws of the Lion,2020
1636169068.720413,283355,40,Dune,2019
1636169068.720413,348934,41,Monsterpocalypse Board Game,2022
1636169068.720413,255984,42,Sleeping Gods,2021
1636169068.720413,55690,43,Kingdom Death: Monster,2015
1636169068.720413,233078,44,Twilight Imperium: Fourth Edition,2017
1636169068.720413,193738,45,Great Western Trail,2016
1636169068.720413,238799,46,Messina 1347,2021
1636169068.720413,317457,47,Dinosaur World,2021
1636169068.720413,342031,48,Dune: Imperium – Rise of Ix,2021
1636169068.720413,299659,49,Clash of Cultures: Monumental Edition,2021
1636169068.720413,346703,50,7 Wonders: Architects,2021
