extracted_at,id,rank,title,year_published
1648783740.228621,351526,1,Encyclopedia,2022
1648783740.228621,342942,2,Ark Nova,2021
1648783740.228621,357659,3,Nightmare Cathedral,2023
1648783740.228621,276182,4,Dead Reckoning,2022
1648783740.228621,353677,5,Darkest Doom,2023
1648783740.228621,256680,6,Return to Dark Tower,2021
1648783740.228621,316554,7,Dune: Imperium,2020
1648783740.228621,295947,8,Cascadia,2021
1648783740.228621,304051,9,Creature Comforts,2022
1648783740.228621,295374,10,Long Shot: The Dice Game,2022
1648783740.228621,349793,11,Age of Rome,2023
1648783740.228621,162886,12,Spirit Island,2017
1648783740.228621,167791,13,Terraforming Mars,2016
1648783740.228621,312484,14,Lost Ruins of Arnak,2020
1648783740.228621,292375,15,The Great Wall,2021
1648783740.228621,328871,16,Terraforming Mars: Ares Expedition,2021
1648783740.228621,284121,17,Uprising: Curse of the Last Emperor,2021
1648783740.228621,205637,18,Arkham Horror: The Card Game,2016
1648783740.228621,174430,19,Gloomhaven,2017
1648783740.228621,266192,20,Wingspan,2019
1648783740.228621,237182,21,Root,2018
1648783740.228621,285774,22,Marvel Champions: The Card Game,2019
1648783740.228621,359747,23,The Red Cathedral: Contractors,2022
1648783740.228621,291457,24,Gloomhaven: Jaws of the Lion,2020
1648783740.228621,276086,25,Hamlet: The Village Building Game,2022
1648783740.228621,350316,26,Wayfarers of the South Tigris,2022
1648783740.228621,199792,27,Everdell,2018
1648783740.228621,224517,28,Brass: Birmingham,2018
1648783740.228621,169786,29,Scythe,2016
1648783740.228621,167355,30,Nemesis,2018
1648783740.228621,267979,31,Tiwanaku,2022
1648783740.228621,300217,32,Merchants of the Dark Road,2022
1648783740.228621,291572,33,Oath: Chronicles of Empire and Exile,2021
1648783740.228621,264220,34,Tainted Grail: The Fall of Avalon,2019
1648783740.228621,124361,35,Concordia,2013
1648783740.228621,281259,36,The Isle of Cats,2019
1648783740.228621,255984,37,Sleeping Gods,2021
1648783740.228621,342562,38,ROVE: Results-Oriented Versatile Explorer,2021
1648783740.228621,115746,39,War of the Ring: Second Edition,2011
1648783740.228621,343905,40,Boonlake,2021
1648783740.228621,220308,41,Gaia Project,2017
1648783740.228621,331787,42,Tiny Epic Dungeons,2021
1648783740.228621,244521,43,The Quacks of Quedlinburg,2018
1648783740.228621,193738,44,Great Western Trail,2016
1648783740.228621,332290,45,Stardew Valley: The Board Game,2021
1648783740.228621,42,46,Tigris & Euphrates,1997
1648783740.228621,177736,47,A Feast for Odin,2016
1648783740.228621,291845,48,Three Sisters,2022
1648783740.228621,246900,49,Eclipse: Second Dawn for the Galaxy,2020
1648783740.228621,317985,50,Beyond the Sun,2020
