extracted_at,id,rank,title,year_published
1661227027.402589,368966,1,Ark Nova: Aquarius,2023
1661227027.402589,342942,2,Ark Nova,2021
1661227027.402589,355093,3,Woodcraft,2022
1661227027.402589,251661,4,Oathsworn: Into the Deepwood,2022
1661227027.402589,351913,5,Tiletum,2022
1661227027.402589,284189,6,Foundations of Rome,2022
1661227027.402589,162886,7,Spirit Island,2017
1661227027.402589,316554,8,Dune: Imperium,2020
1661227027.402589,350689,9,Wormholes,2022
1661227027.402589,345972,10,Cat in the Box: Deluxe Edition,2022
1661227027.402589,224517,11,Brass: Birmingham,2018
1661227027.402589,167791,12,Terraforming Mars,2016
1661227027.402589,361545,13,Twilight Inscription,2022
1661227027.402589,266192,14,Wingspan,2019
1661227027.402589,312484,15,Lost Ruins of Arnak,2020
1661227027.402589,199792,16,Everdell,2018
1661227027.402589,205637,17,Arkham Horror: The Card Game,2016
1661227027.402589,295947,18,Cascadia,2021
1661227027.402589,174430,19,Gloomhaven,2017
1661227027.402589,285774,20,Marvel Champions: The Card Game,2019
1661227027.402589,231733,21,Obsession,2018
1661227027.402589,237182,22,Root,2018
1661227027.402589,276182,23,Dead Reckoning,2022
1661227027.402589,169786,24,Scythe,2016
1661227027.402589,251247,25,Barrage,2019
1661227027.402589,227935,26,Wonderland's War,2022
1661227027.402589,167355,27,Nemesis,2018
1661227027.402589,255984,28,Sleeping Gods,2021
1661227027.402589,280794,29,Etherfields,2020
1661227027.402589,360265,30,Sabika,2022
1661227027.402589,310873,31,Carnegie,2022
1661227027.402589,351040,32,Ready Set Bet,2022
1661227027.402589,359402,33,Ahoy,2022
1661227027.402589,291457,34,Gloomhaven: Jaws of the Lion,2020
1661227027.402589,246900,35,Eclipse: Second Dawn for the Galaxy,2020
1661227027.402589,328866,36,My Father's Work,2022
1661227027.402589,305096,37,Endless Winter: Paleoamericans,2022
1661227027.402589,291572,38,Oath: Chronicles of Empire and Exile,2021
1661227027.402589,233078,39,Twilight Imperium: Fourth Edition,2017
1661227027.402589,317985,40,Beyond the Sun,2020
1661227027.402589,220308,41,Gaia Project,2017
1661227027.402589,342894,42,Mythic Mischief,2022
1661227027.402589,244521,43,The Quacks of Quedlinburg,2018
1661227027.402589,115746,44,War of the Ring: Second Edition,2011
1661227027.402589,352454,45,Trailblazers,2023
1661227027.402589,332772,46,Revive,2022
1661227027.402589,177736,47,A Feast for Odin,2016
1661227027.402589,230802,48,Azul,2017
1661227027.402589,273910,49,Stars of Akarios,2022
1661227027.402589,170216,50,Blood Rage,2015
