extracted_at,id,rank,title,year_published
1640489134.64199,342942,1,Ark Nova,2021
1640489134.64199,329082,2,Radlands,2021
1640489134.64199,255984,3,Sleeping Gods,2021
1640489134.64199,316554,4,Dune: Imperium,2020
1640489134.64199,340325,5,Vagrantsong,2022
1640489134.64199,312484,6,Lost Ruins of Arnak,2020
1640489134.64199,167791,7,Terraforming Mars,2016
1640489134.64199,231733,8,Obsession,2018
1640489134.64199,295947,9,Cascadia,2021
1640489134.64199,285774,10,Marvel Champions: The Card Game,2019
1640489134.64199,205637,11,Arkham Horror: The Card Game,2016
1640489134.64199,162886,12,Spirit Island,2017
1640489134.64199,266192,13,Wingspan,2019
1640489134.64199,174430,14,Gloomhaven,2017
1640489134.64199,220308,15,Gaia Project,2017
1640489134.64199,323612,16,Bitoku,2021
1640489134.64199,199792,17,Everdell,2018
1640489134.64199,237182,18,Root,2018
1640489134.64199,224517,19,Brass: Birmingham,2018
1640489134.64199,295785,20,Euthia: Torment of Resurrection,2021
1640489134.64199,230802,21,Azul,2017
1640489134.64199,169786,22,Scythe,2016
1640489134.64199,285192,23,Destinies,2021
1640489134.64199,246900,24,Eclipse: Second Dawn for the Galaxy,2020
1640489134.64199,291457,25,Gloomhaven: Jaws of the Lion,2020
1640489134.64199,244521,26,The Quacks of Quedlinburg,2018
1640489134.64199,313441,27,Undaunted: Reinforcements,2021
1640489134.64199,350736,28,Voyages,2021
1640489134.64199,284083,29,The Crew: The Quest for Planet Nine,2019
1640489134.64199,328871,30,Terraforming Mars: Ares Expedition,2021
1640489134.64199,290484,31,Unsettled,2021
1640489134.64199,285967,32,Ankh: Gods of Egypt,2021
1640489134.64199,167355,33,Nemesis,2018
1640489134.64199,340466,34,Unfathomable,2021
1640489134.64199,193738,35,Great Western Trail,2016
1640489134.64199,115746,36,War of the Ring: Second Edition,2012
1640489134.64199,343905,37,Boonlake,2021
1640489134.64199,266524,38,PARKS,2019
1640489134.64199,342031,39,Dune: Imperium – Rise of Ix,2021
1640489134.64199,291572,40,Oath: Chronicles of Empire and Exile,2021
1640489134.64199,290359,41,Undaunted: North Africa,2020
1640489134.64199,177736,42,A Feast for Odin,2016
1640489134.64199,233078,43,Twilight Imperium: Fourth Edition,2017
1640489134.64199,276025,44,Maracaibo,2019
1640489134.64199,284653,45,Mind MGMT: The Psychic Espionage “Game.”,2021
1640489134.64199,314491,46,Meadow,2021
1640489134.64199,317985,47,Beyond the Sun,2020
1640489134.64199,23540,48,Shikoku 1889,2004
1640489134.64199,256960,49,Pax Pamir: Second Edition,2019
1640489134.64199,124361,50,Concordia,2013
