extracted_at,id,rank,title,year_published
1653189919.611077,342942,1,Ark Nova,2021
1653189919.611077,322656,2,burncycle,2022
1653189919.611077,311610,3,Blazon,2022
1653189919.611077,285774,4,Marvel Champions: The Card Game,2019
1653189919.611077,12,5,Ra,1999
1653189919.611077,357203,6,Longboard,2022
1653189919.611077,359871,7,Arcs,2023
1653189919.611077,310873,8,Carnegie,2022
1653189919.611077,347013,9,Get on Board: New York & London,2022
1653189919.611077,162886,10,Spirit Island,2017
1653189919.611077,347137,11,Chronicles of Avel,2021
1653189919.611077,227935,12,Wonderland's War,2022
1653189919.611077,344105,13,Anunnaki: Dawn of the Gods,2022
1653189919.611077,237182,14,Root,2018
1653189919.611077,316554,15,Dune: Imperium,2020
1653189919.611077,224517,16,Brass: Birmingham,2018
1653189919.611077,167791,17,Terraforming Mars,2016
1653189919.611077,350933,18,The Guild of Merchant Explorers,2022
1653189919.611077,205637,19,Arkham Horror: The Card Game,2016
1653189919.611077,295947,20,Cascadia,2021
1653189919.611077,169427,21,Middara: Unintentional Malum – Act 1,2019
1653189919.611077,312484,22,Lost Ruins of Arnak,2020
1653189919.611077,288080,23,Dice Realms,2022
1653189919.611077,174430,24,Gloomhaven,2017
1653189919.611077,360692,25,Septima,2023
1653189919.611077,295293,26,The Thing: The Boardgame,2022
1653189919.611077,199792,27,Everdell,2018
1653189919.611077,266192,28,Wingspan,2019
1653189919.611077,84876,29,The Castles of Burgundy,2011
1653189919.611077,295262,30,Sniper Elite: The Board Game,2022
1653189919.611077,167355,31,Nemesis,2018
1653189919.611077,262712,32,Res Arcana,2019
1653189919.611077,169786,33,Scythe,2016
1653189919.611077,256680,34,Return to Dark Tower,2022
1653189919.611077,298383,35,Golem,2021
1653189919.611077,285967,36,Ankh: Gods of Egypt,2021
1653189919.611077,233078,37,Twilight Imperium: Fourth Edition,2017
1653189919.611077,276182,38,Dead Reckoning,2022
1653189919.611077,329082,39,Radlands,2021
1653189919.611077,251247,40,Barrage,2019
1653189919.611077,356033,41,Libertalia: Winds of Galecrest,2022
1653189919.611077,284189,42,Foundations of Rome,2022
1653189919.611077,291457,43,Gloomhaven: Jaws of the Lion,2020
1653189919.611077,325698,44,Juicy Fruits,2021
1653189919.611077,285192,45,Destinies,2021
1653189919.611077,193738,46,Great Western Trail,2016
1653189919.611077,291572,47,Oath: Chronicles of Empire and Exile,2021
1653189919.611077,363204,48,FLOE,2023
1653189919.611077,343927,49,Union Stockyards,2022
1653189919.611077,230802,50,Azul,2017
