extracted_at,id,rank,title,year_published
1650684097.250666,348554,1,Autobahn,2022
1650684097.250666,342942,2,Ark Nova,2021
1650684097.250666,358320,3,Sleeping Gods: Distant Skies,2023
1650684097.250666,227935,4,Wonderland's War,2022
1650684097.250666,360226,5,Viticulture World: Cooperative Expansion,2022
1650684097.250666,255984,6,Sleeping Gods,2021
1650684097.250666,292375,7,The Great Wall,2021
1650684097.250666,315727,8,Last Light,2023
1650684097.250666,358340,9,Anastyr,2023
1650684097.250666,316554,10,Dune: Imperium,2020
1650684097.250666,359871,11,Arcs,2023
1650684097.250666,360896,12,Tiny Epic Vikings,2023
1650684097.250666,237182,13,Root,2018
1650684097.250666,295947,14,Cascadia,2021
1650684097.250666,312484,15,Lost Ruins of Arnak,2020
1650684097.250666,360692,16,Septima,2023
1650684097.250666,285774,17,Marvel Champions: The Card Game,2019
1650684097.250666,162886,18,Spirit Island,2017
1650684097.250666,167791,19,Terraforming Mars,2016
1650684097.250666,346965,20,Azul: Queen's Garden,2021
1650684097.250666,205637,21,Arkham Horror: The Card Game,2016
1650684097.250666,284189,22,Foundations of Rome,2022
1650684097.250666,174430,23,Gloomhaven,2017
1650684097.250666,295374,24,Long Shot: The Dice Game,2022
1650684097.250666,266192,25,Wingspan,2019
1650684097.250666,322524,26,Bardsung,2022
1650684097.250666,199792,27,Everdell,2018
1650684097.250666,304051,28,Creature Comforts,2022
1650684097.250666,354768,29,The Dark Quarter,2023
1650684097.250666,251247,30,Barrage,2019
1650684097.250666,224517,31,Brass: Birmingham,2018
1650684097.250666,183394,32,Viticulture Essential Edition,2015
1650684097.250666,170216,33,Blood Rage,2015
1650684097.250666,169786,34,Scythe,2016
1650684097.250666,233078,35,Twilight Imperium: Fourth Edition,2017
1650684097.250666,167355,36,Nemesis,2018
1650684097.250666,291457,37,Gloomhaven: Jaws of the Lion,2020
1650684097.250666,300217,38,Merchants of the Dark Road,2022
1650684097.250666,291572,39,Oath: Chronicles of Empire and Exile,2021
1650684097.250666,193738,40,Great Western Trail,2016
1650684097.250666,341169,41,Great Western Trail (Second Edition),2021
1650684097.250666,298383,42,Golem,2021
1650684097.250666,84876,43,The Castles of Burgundy,2011
1650684097.250666,344554,44,Décorum,2022
1650684097.250666,231733,45,Obsession,2018
1650684097.250666,246900,46,Eclipse: Second Dawn for the Galaxy,2020
1650684097.250666,230802,47,Azul,2017
1650684097.250666,149241,48,Assault on Doomrock,2014
1650684097.250666,256680,49,Return to Dark Tower,2022
1650684097.250666,295293,50,The Thing: The Boardgame,2022
