extracted_at,id,rank,title,year_published
1634786633.821622,177478,1,IKI,2015
1634786633.821622,323612,2,Bitoku,2021
1634786633.821622,342942,3,Ark Nova,2021
1634786633.821622,298383,4,Golem,2021
1634786633.821622,339906,5,The Hunger,2021
1634786633.821622,340677,6,Bad Company,2021
1634786633.821622,343905,7,Boonlake,2021
1634786633.821622,192135,8,Too Many Bones,2017
1634786633.821622,238799,9,Messina 1347,2021
1634786633.821622,237179,10,Weather Machine,2022
1634786633.821622,316554,11,Dune: Imperium,2020
1634786633.821622,312484,12,Lost Ruins of Arnak,2020
1634786633.821622,249277,13,Brazil: Imperial,2021
1634786633.821622,318084,14,Furnace,2021
1634786633.821622,295947,15,Cascadia,2021
1634786633.821622,339958,16,Gutenberg,2021
1634786633.821622,205637,17,Arkham Horror: The Card Game,2016
1634786633.821622,343900,18,Senjutsu: Battle For Japan,2021
1634786633.821622,337627,19,Voidfall,2023
1634786633.821622,264052,20,Circadians: First Light,2019
1634786633.821622,167791,21,Terraforming Mars,2016
1634786633.821622,262712,22,Res Arcana,2019
1634786633.821622,285774,23,Marvel Champions: The Card Game,2019
1634786633.821622,347811,24,Too Many Bones: Unbreakable,2022
1634786633.821622,285967,25,Ankh: Gods of Egypt,2021
1634786633.821622,346703,26,7 Wonders: Architects,2021
1634786633.821622,174430,27,Gloomhaven,2017
1634786633.821622,317457,28,Dinosaur World,2021
1634786633.821622,162886,29,Spirit Island,2017
1634786633.821622,322050,30,Lost Empires: War for the New Sun,2022
1634786633.821622,329713,31,Dune: House Secrets,2021
1634786633.821622,199792,32,Everdell,2018
1634786633.821622,340375,33,Res Arcana: Perlae Imperii,2021
1634786633.821622,231733,34,Obsession,2018
1634786633.821622,329226,35,Circadians: Chaos Order,2022
1634786633.821622,299659,36,Clash of Cultures: Monumental Edition,2021
1634786633.821622,340466,37,Unfathomable,2021
1634786633.821622,266192,38,Wingspan,2019
1634786633.821622,237182,39,Root,2018
1634786633.821622,224517,40,Brass: Birmingham,2018
1634786633.821622,299684,41,Khôra: Rise of an Empire,2021
1634786633.821622,329591,42,Ultimate Railroads,2021
1634786633.821622,167355,43,Nemesis,2018
1634786633.821622,341254,44,Lost Ruins of Arnak: Expedition Leaders,2021
1634786633.821622,311193,45,Anno 1800,2020
1634786633.821622,163412,46,Patchwork,2014
1634786633.821622,333539,47,The Siege of Runedar,2021
1634786633.821622,169786,48,Scythe,2016
1634786633.821622,246900,49,Eclipse: Second Dawn for the Galaxy,2020
1634786633.821622,291457,50,Gloomhaven: Jaws of the Lion,2020
