extracted_at,id,rank,title,year_published
1636428282.008194,350205,1,Horseless Carriage,2022
1636428282.008194,316554,2,Dune: Imperium,2020
1636428282.008194,350316,3,Wayfarers of the South Tigris,2022
1636428282.008194,342372,4,The Elder Scrolls V: Skyrim – The Adventure Game,2022
1636428282.008194,340466,5,Unfathomable,2021
1636428282.008194,237179,6,Weather Machine,2022
1636428282.008194,349998,7,Tapestry: Arts & Architecture,2022
1636428282.008194,312484,8,Lost Ruins of Arnak,2020
1636428282.008194,290484,9,Unsettled,2021
1636428282.008194,162886,10,Spirit Island,2017
1636428282.008194,311193,11,Anno 1800,2020
1636428282.008194,167791,12,Terraforming Mars,2016
1636428282.008194,205637,13,Arkham Horror: The Card Game,2016
1636428282.008194,342942,14,Ark Nova,2021
1636428282.008194,343905,15,Boonlake,2021
1636428282.008194,192135,16,Too Many Bones,2017
1636428282.008194,199792,17,Everdell,2018
1636428282.008194,174430,18,Gloomhaven,2017
1636428282.008194,266192,19,Wingspan,2019
1636428282.008194,330950,20,Age of Galaxy,2021
1636428282.008194,295947,21,Cascadia,2021
1636428282.008194,285774,22,Marvel Champions: The Card Game,2019
1636428282.008194,224517,23,Brass: Birmingham,2018
1636428282.008194,286096,24,Tapestry,2019
1636428282.008194,169786,25,Scythe,2016
1636428282.008194,237182,26,Root,2018
1636428282.008194,167355,27,Nemesis,2018
1636428282.008194,285967,28,Ankh: Gods of Egypt,2021
1636428282.008194,291457,29,Gloomhaven: Jaws of the Lion,2020
1636428282.008194,291572,30,Oath: Chronicles of Empire and Exile,2021
1636428282.008194,246900,31,Eclipse: Second Dawn for the Galaxy,2020
1636428282.008194,346703,32,7 Wonders: Architects,2021
1636428282.008194,264647,33,Age of Civilization,2019
1636428282.008194,233078,34,Twilight Imperium: Fourth Edition,2017
1636428282.008194,317457,35,Dinosaur World,2021
1636428282.008194,220308,36,Gaia Project,2017
1636428282.008194,193738,37,Great Western Trail,2016
1636428282.008194,230802,38,Azul,2017
1636428282.008194,323612,39,Bitoku,2021
1636428282.008194,175914,40,Food Chain Magnate,2015
1636428282.008194,318084,41,Furnace,2021
1636428282.008194,255984,42,Sleeping Gods,2021
1636428282.008194,341169,43,Great Western Trail (Second Edition),2021
1636428282.008194,177478,44,IKI,2015
1636428282.008194,293835,45,Oltréé,2021
1636428282.008194,283355,46,Dune,2019
1636428282.008194,341165,47,Dune: A Game of Conquest and Diplomacy,2021
1636428282.008194,699,48,HeroQuest,1989
1636428282.008194,173346,49,7 Wonders Duel,2015
1636428282.008194,276025,50,Maracaibo,2019
